target_id	length	eff_length	est_counts	tpm
TRINITY_DN50408_c2_g3_i3_len=1057	1057	904.978	7.36444	0.515957
TRINITY_DN50447_c5_g1_i2_len=932	932	779.978	2.62215	0.213151
TRINITY_DN50689_c0_g2_i2_len=2066	2066	1913.98	40.6207	1.34562
TRINITY_DN50836_c5_g2_i7_len=2001	2001	1848.98	26	0.891567
TRINITY_DN50840_c2_g2_i10_len=631	631	479.047	6.56996	0.869555
TRINITY_DN51053_c4_g18_i5_len=1733	1733	1580.98	37	1.48384
TRINITY_DN51089_c0_g1_i5_len=298	298	153.454	4	1.6527
TRINITY_DN51376_c0_g2_i2_len=3100	3100	2947.98	58	1.24743
TRINITY_DN51486_c2_g4_i7_len=2894	2894	2741.98	97.6391	2.25773
TRINITY_DN51700_c1_g2_i3_len=1449	1449	1296.98	28	1.36879
TRINITY_DN51820_c0_g1_i7_len=5115	5115	4962.98	120	1.53303
TRINITY_DN52028_c0_g1_i2_len=2396	2396	2243.98	26.9649	0.76189
TRINITY_DN52365_c1_g2_i1_len=486	486	334.444	10	1.89578
TRINITY_DN52379_c1_g5_i2_len=2280	2280	2127.98	49	1.45996
TRINITY_DN52466_c7_g5_i7_len=2277	2277	2124.98	56.6849	1.69132
TRINITY_DN52624_c0_g2_i2_len=1037	1037	884.978	12	0.859728
TRINITY_DN52703_c0_g5_i1_len=1863	1863	1710.98	52	1.92695
TRINITY_DN52729_c0_g1_i11_len=2107	2107	1954.98	40.4026	1.31033
TRINITY_DN52893_c0_g2_i2_len=1249	1249	1096.98	23.677	1.36849
TRINITY_DN53007_c4_g10_i1_len=388	388	237.995	5.3424	1.42325
TRINITY_DN53153_c1_g2_i2_len=1931	1931	1778.98	24.444	0.871192
TRINITY_DN53296_c0_g3_i1_len=1867	1867	1714.98	37.3218	1.3798
TRINITY_DN53414_c0_g17_i1_len=346	346	197.632	0	0
TRINITY_DN53448_c0_g3_i4_len=612	612	460.047	7	0.964735
TRINITY_DN53474_c0_g2_i1_len=557	557	405.07	4.05368	0.6345
TRINITY_DN54349_c1_g1_i1_len=486	486	334.444	3	0.568735
TRINITY_DN54353_c3_g10_i1_len=417	417	266.244	5.30861	1.26419
TRINITY_DN54353_c3_g15_i1_len=417	417	266.244	1.76954	0.421398
TRINITY_DN54502_c0_g2_i3_len=921	921	768.978	15.8063	1.30325
TRINITY_DN54551_c0_g2_i1_len=624	624	472.047	14	1.88042
TRINITY_DN54576_c1_g8_i1_len=1999	1999	1846.98	25.7786	0.884933
TRINITY_DN54832_c3_g2_i12_len=1370	1370	1217.98	17.3369	0.902492
TRINITY_DN55107_c1_g1_i4_len=4593	4593	4440.98	106.788	1.5246
TRINITY_DN55344_c1_g2_i2_len=4249	4249	4096.98	105	1.62494
TRINITY_DN55397_c2_g1_i1_len=577	577	425.047	13.1429	1.96049
TRINITY_DN55618_c1_g1_i6_len=5894	5894	5741.98	149.676	1.65273
TRINITY_DN55644_c3_g1_i11_len=6062	6062	5909.98	171.316	1.83791
TRINITY_DN55797_c1_g1_i1_len=486	486	334.444	7.43212	1.40897
TRINITY_DN56121_c0_g1_i1_len=1718	1718	1565.98	34.196	1.38453
TRINITY_DN56290_c7_g6_i12_len=1470	1470	1317.98	25.9163	1.24674
TRINITY_DN56588_c5_g2_i2_len=4698	4698	4545.98	172.948	2.41213
TRINITY_DN56598_c0_g1_i2_len=486	486	334.444	6.23274	1.18159
TRINITY_DN56814_c2_g2_i1_len=2401	2401	2248.98	22.6899	0.639674
TRINITY_DN56859_c1_g1_i6_len=4754	4754	4601.98	123	1.69462
TRINITY_DN10382_c0_g1_i1_len=346	346	197.632	1.31338	0.421351
TRINITY_DN106255_c0_g1_i1_len=346	346	197.632	1	0.320815
TRINITY_DN1180_c0_g1_i1_len=346	346	197.632	1	0.320815
TRINITY_DN118150_c0_g1_i1_len=346	346	197.632	1	0.320815
TRINITY_DN118347_c0_g1_i1_len=485	485	333.444	3	0.570441
TRINITY_DN118395_c0_g1_i1_len=346	346	197.632	1	0.320815
TRINITY_DN12220_c0_g1_i1_len=354	354	205.202	3.84978	1.1895
TRINITY_DN126123_c0_g1_i1_len=759	759	607.017	24	2.50682
TRINITY_DN13617_c0_g2_i1_len=346	346	197.632	2.0343	0.652636
TRINITY_DN137127_c0_g1_i1_len=346	346	197.632	2.57519	0.826159
TRINITY_DN14565_c0_g1_i1_len=346	346	197.632	5	1.60408
TRINITY_DN147337_c0_g1_i1_len=346	346	197.632	1.39226	0.446657
TRINITY_DN155767_c0_g1_i1_len=346	346	197.632	1	0.320815
TRINITY_DN18529_c0_g1_i1_len=485	485	333.444	3	0.570441
TRINITY_DN21263_c0_g1_i1_len=1171	1171	1018.98	24.5205	1.52573
TRINITY_DN24659_c0_g1_i1_len=485	485	333.444	9.03242	1.71749
TRINITY_DN26166_c0_g2_i1_len=346	346	197.632	3.03471	0.973582
TRINITY_DN27621_c0_g2_i1_len=346	346	197.632	21.2926	6.83099
TRINITY_DN29971_c0_g1_i1_len=346	346	197.632	2	0.641631
TRINITY_DN30346_c0_g1_i1_len=623	623	471.047	7.1043	0.956246
TRINITY_DN32764_c0_g1_i2_len=346	346	197.632	1	0.320815
TRINITY_DN34233_c1_g1_i1_len=346	346	197.632	2	0.641631
TRINITY_DN35393_c0_g1_i1_len=346	346	197.632	1	0.320815
TRINITY_DN35601_c0_g2_i1_len=346	346	197.632	1	0.320815
TRINITY_DN36029_c0_g2_i1_len=1173	1173	1020.98	16	0.99361
TRINITY_DN38009_c0_g2_i1_len=346	346	197.632	7.50047	2.40626
TRINITY_DN38526_c0_g1_i2_len=760	760	608.017	10.4839	1.09325
TRINITY_DN38840_c0_g3_i1_len=485	485	333.444	7.25286	1.37911
TRINITY_DN38984_c0_g3_i1_len=346	346	197.632	2	0.641631
TRINITY_DN3911_c0_g1_i1_len=346	346	197.632	1	0.320815
TRINITY_DN39129_c1_g2_i1_len=346	346	197.632	9	2.88734
TRINITY_DN40915_c0_g1_i1_len=346	346	197.632	20.5711	6.59952
TRINITY_DN41461_c0_g2_i1_len=896	896	743.978	16	1.36355
TRINITY_DN44030_c0_g1_i1_len=601	601	449.047	0	0
TRINITY_DN44814_c0_g1_i3_len=1713	1713	1560.98	27.4492	1.11492
TRINITY_DN44918_c1_g1_i2_len=1213	1213	1060.98	22	1.31471
TRINITY_DN45441_c0_g3_i1_len=1010	1010	857.978	13.6393	1.00793
TRINITY_DN45604_c1_g4_i8_len=1159	1159	1006.98	43.0836	2.71271
TRINITY_DN45769_c0_g4_i3_len=1043	1043	890.978	0	0
TRINITY_DN46482_c1_g1_i2_len=1348	1348	1195.98	22.6012	1.19818
TRINITY_DN46642_c0_g1_i1_len=2547	2547	2394.98	34	0.900098
TRINITY_DN46825_c0_g1_i2_len=4269	4269	4116.98	51.6656	0.795674
TRINITY_DN46936_c0_g1_i17_len=1034	1034	881.978	20.2568	1.45621
TRINITY_DN47127_c0_g2_i1_len=1718	1718	1565.98	33	1.33611
TRINITY_DN47669_c0_g1_i1_len=2091	2091	1938.98	46.2566	1.51256
TRINITY_DN48065_c0_g1_i1_len=346	346	197.632	1.53242	0.491624
TRINITY_DN48114_c0_g1_i1_len=329	329	181.853	1	0.348652
TRINITY_DN48507_c2_g5_i1_len=346	346	197.632	3	0.962446
TRINITY_DN48601_c0_g1_i1_len=346	346	197.632	7	2.24571
TRINITY_DN48818_c0_g1_i11_len=5433	5433	5280.98	38.5473	0.462798
TRINITY_DN49013_c0_g3_i2_len=1869	1869	1716.98	23.2335	0.857952
TRINITY_DN49135_c0_g5_i1_len=346	346	197.632	7.12371	2.2854
TRINITY_DN49135_c0_g6_i1_len=346	346	197.632	3.56186	1.1427
TRINITY_DN49284_c1_g1_i3_len=1446	1446	1293.98	36	1.76396
TRINITY_DN50152_c3_g5_i1_len=623	623	471.047	4.41253	0.593931
TRINITY_DN50176_c3_g2_i1_len=1001	1001	848.978	76.4185	5.70708
TRINITY_DN50480_c0_g2_i1_len=732	732	580.017	4.24687	0.464239
TRINITY_DN50662_c0_g1_i1_len=1173	1173	1020.98	19	1.17991
TRINITY_DN50751_c0_g2_i1_len=1719	1719	1566.98	25	1.01155
TRINITY_DN50790_c0_g4_i1_len=346	346	197.632	5	1.60408
TRINITY_DN50829_c3_g1_i24_len=426	426	275.063	4.56913	1.05321
TRINITY_DN50829_c3_g7_i1_len=346	346	197.632	4	1.28326
TRINITY_DN50968_c1_g1_i1_len=485	485	333.444	3	0.570441
TRINITY_DN51063_c13_g7_i2_len=485	485	333.444	6.6549	1.26541
TRINITY_DN51229_c0_g1_i1_len=423	423	272.139	1.94991	0.454293
TRINITY_DN51250_c0_g1_i1_len=1444	1444	1291.98	27	1.32502
TRINITY_DN51255_c3_g1_i1_len=622	622	470.047	4.05429	0.546872
TRINITY_DN51415_c2_g1_i2_len=1994	1994	1841.98	38	1.30801
TRINITY_DN51559_c4_g2_i2_len=1585	1585	1432.98	37.7732	1.67131
TRINITY_DN51746_c4_g3_i1_len=346	346	197.632	1	0.320815
TRINITY_DN51779_c7_g1_i1_len=1719	1719	1566.98	24	0.971093
TRINITY_DN51806_c0_g1_i1_len=623	623	471.047	5	0.673005
TRINITY_DN52287_c4_g3_i1_len=623	623	471.047	15.1763	2.04274
TRINITY_DN52325_c2_g1_i9_len=2401	2401	2248.98	104.532	2.94698
TRINITY_DN52584_c0_g2_i2_len=1308	1308	1155.98	19	1.04212
TRINITY_DN52668_c0_g2_i5_len=853	853	701.017	15.2096	1.37563
TRINITY_DN53129_c6_g2_i1_len=1585	1585	1432.98	28.5129	1.26158
TRINITY_DN53235_c8_g1_i9_len=2293	2293	2140.98	41.5417	1.23022
TRINITY_DN53610_c0_g4_i1_len=485	485	333.444	3	0.570441
TRINITY_DN53610_c0_g5_i5_len=837	837	685.017	22.8686	2.11666
TRINITY_DN53897_c3_g1_i11_len=3063	3063	2910.98	57.174	1.24529
TRINITY_DN53924_c3_g17_i6_len=511	511	359.367	10.3055	1.81821
TRINITY_DN54260_c2_g4_i1_len=760	760	608.017	11	1.14707
TRINITY_DN54364_c1_g1_i4_len=2729	2729	2576.98	62.7248	1.54327
TRINITY_DN54420_c8_g22_i1_len=346	346	197.632	4	1.28326
TRINITY_DN54537_c3_g2_i2_len=1091	1091	938.978	18.2793	1.23429
TRINITY_DN54576_c1_g8_i2_len=622	622	470.047	14	1.88842
TRINITY_DN54592_c3_g1_i3_len=275	275	133.227	1.33636	0.635983
TRINITY_DN54747_c1_g4_i2_len=1836	1836	1683.98	30.1347	1.1346
TRINITY_DN54890_c9_g1_i1_len=346	346	197.632	4	1.28326
TRINITY_DN55252_c0_g1_i6_len=2969	2969	2816.98	71	1.59804
TRINITY_DN55266_c0_g3_i3_len=5510	5510	5357.98	135.179	1.59963
TRINITY_DN55306_c1_g1_i1_len=346	346	197.632	1	0.320815
TRINITY_DN55622_c1_g6_i8_len=4810	4810	4657.98	78.9836	1.07511
TRINITY_DN55716_c1_g3_i2_len=1719	1719	1566.98	29.2543	1.18369
TRINITY_DN55796_c6_g1_i1_len=346	346	197.632	2	0.641631
TRINITY_DN55856_c1_g2_i1_len=1170	1170	1017.98	35.0495	2.18301
TRINITY_DN56047_c4_g1_i5_len=1481	1481	1328.98	83.1502	3.96696
TRINITY_DN56141_c0_g1_i5_len=3483	3483	3330.98	154.103	2.93326
TRINITY_DN56341_c5_g8_i1_len=346	346	197.632	6	1.92489
TRINITY_DN56374_c7_g1_i1_len=485	485	333.444	5	0.950735
TRINITY_DN56535_c0_g3_i20_len=830	830	678.017	32	2.99242
TRINITY_DN56542_c3_g3_i2_len=1406	1406	1253.98	98.5227	4.98149
TRINITY_DN56551_c5_g9_i1_len=346	346	197.632	7.80154	2.50285
TRINITY_DN56614_c0_g17_i3_len=346	346	197.632	3.6717	1.17794
TRINITY_DN56838_c2_g1_i1_len=623	623	471.047	5.00369	0.673502
TRINITY_DN56849_c2_g3_i6_len=6317	6317	6164.98	191.325	1.96767
TRINITY_DN58909_c0_g1_i1_len=346	346	197.632	1	0.320815
TRINITY_DN69612_c0_g1_i1_len=346	346	197.632	1	0.320815
TRINITY_DN70881_c0_g1_i1_len=346	346	197.632	1.29369	0.415036
TRINITY_DN76812_c0_g1_i1_len=346	346	197.632	1	0.320815
TRINITY_DN86781_c0_g1_i1_len=346	346	197.632	1	0.320815
TRINITY_DN86842_c0_g1_i1_len=346	346	197.632	2	0.641631
TRINITY_DN90486_c0_g1_i1_len=485	485	333.444	3	0.570441
TRINITY_DN91825_c0_g1_i1_len=485	485	333.444	2	0.380294
TRINITY_DN92029_c0_g1_i1_len=346	346	197.632	3	0.962446
TRINITY_DN92194_c0_g1_i1_len=346	346	197.632	3.79924	1.21886
TRINITY_DN92495_c0_g1_i1_len=346	346	197.632	1	0.320815
TRINITY_DN9278_c0_g2_i1_len=346	346	197.632	10.7208	3.43939
TRINITY_DN109730_c0_g1_i1_len=345	345	196.676	1	0.322374
TRINITY_DN112699_c0_g1_i1_len=345	345	196.676	1	0.322374
TRINITY_DN119133_c0_g1_i1_len=345	345	196.676	2	0.644749
TRINITY_DN12030_c0_g1_i1_len=345	345	196.676	4	1.2895
TRINITY_DN12554_c0_g2_i1_len=345	345	196.676	4	1.2895
TRINITY_DN128719_c0_g1_i1_len=345	345	196.676	1	0.322374
TRINITY_DN141701_c0_g1_i1_len=345	345	196.676	1	0.322374
TRINITY_DN17318_c0_g1_i1_len=620	620	468.047	20	2.70927
TRINITY_DN17666_c0_g1_i1_len=345	345	196.676	3	0.967123
TRINITY_DN21452_c0_g1_i1_len=484	484	332.462	7	1.33496
TRINITY_DN25026_c0_g2_i3_len=267	267	126.505	1.18225	0.592536
TRINITY_DN26123_c0_g1_i1_len=620	620	468.047	4	0.541855
TRINITY_DN26372_c0_g2_i1_len=345	345	196.676	3	0.967123
TRINITY_DN28542_c0_g1_i1_len=345	345	196.676	2	0.644749
TRINITY_DN29095_c0_g1_i1_len=654	654	502.047	6.8167	0.860879
TRINITY_DN304_c0_g1_i1_len=345	345	196.676	3	0.967123
TRINITY_DN33411_c0_g1_i1_len=616	616	464.047	14.5668	1.99028
TRINITY_DN36305_c0_g1_i1_len=620	620	468.047	18.01	2.4397
TRINITY_DN36431_c0_g2_i1_len=484	484	332.462	3.25586	0.62092
TRINITY_DN38167_c0_g1_i1_len=757	757	605.017	14.1315	1.48093
TRINITY_DN38422_c0_g1_i1_len=345	345	196.676	3	0.967123
TRINITY_DN38727_c0_g2_i1_len=345	345	196.676	4	1.2895
TRINITY_DN40596_c0_g1_i1_len=620	620	468.047	16	2.16742
TRINITY_DN40935_c0_g3_i1_len=345	345	196.676	10.7	3.4494
TRINITY_DN41481_c0_g2_i1_len=621	621	469.047	6	0.811049
TRINITY_DN42449_c0_g1_i1_len=1378	1378	1225.98	13.6466	0.705753
TRINITY_DN42888_c0_g1_i2_len=895	895	742.978	9	0.768031
TRINITY_DN44840_c0_g1_i1_len=758	758	606.017	9	0.941608
TRINITY_DN45247_c0_g1_i8_len=1417	1417	1264.98	34.0186	1.70508
TRINITY_DN45371_c1_g1_i1_len=895	895	742.978	17	1.45073
TRINITY_DN47216_c0_g2_i9_len=886	886	733.978	24.4153	2.10907
TRINITY_DN48622_c2_g1_i1_len=345	345	196.676	3.38265	1.09048
TRINITY_DN48637_c2_g1_i1_len=345	345	196.676	5.80561	1.87158
TRINITY_DN48752_c1_g2_i1_len=345	345	196.676	2	0.644749
TRINITY_DN49190_c1_g3_i2_len=484	484	332.462	9	1.71637
TRINITY_DN49492_c0_g3_i1_len=345	345	196.676	1.15515	0.372392
TRINITY_DN49652_c0_g2_i3_len=533	533	381.265	6.46356	1.07487
TRINITY_DN49937_c0_g7_i2_len=1302	1302	1149.98	21	1.15782
TRINITY_DN50573_c1_g2_i1_len=345	345	196.676	2	0.644749
TRINITY_DN50620_c8_g2_i14_len=2045	2045	1892.98	35.7751	1.19825
TRINITY_DN50812_c1_g3_i1_len=345	345	196.676	1	0.322374
TRINITY_DN50844_c6_g3_i2_len=424	424	273.094	2.22657	0.516937
TRINITY_DN51099_c5_g1_i1_len=2321	2321	2168.98	65.4568	1.91343
TRINITY_DN51221_c0_g2_i8_len=2107	2107	1954.98	38.3299	1.24311
TRINITY_DN51309_c2_g1_i11_len=1524	1524	1371.98	20.3029	0.93826
TRINITY_DN51708_c2_g1_i1_len=345	345	196.676	1	0.322374
TRINITY_DN52337_c0_g1_i1_len=1430	1430	1277.98	24.0884	1.19508
TRINITY_DN52569_c1_g1_i1_len=345	345	196.676	2	0.644749
TRINITY_DN52746_c0_g2_i1_len=484	484	332.462	6	1.14425
TRINITY_DN52979_c6_g11_i1_len=359	359	209.936	10.2005	3.08069
TRINITY_DN52980_c1_g1_i1_len=757	757	605.017	18.32	1.91986
TRINITY_DN53062_c3_g3_i3_len=3242	3242	3089.98	86.4979	1.77485
TRINITY_DN53122_c1_g2_i1_len=345	345	196.676	7.56843	2.43987
TRINITY_DN53213_c0_g1_i2_len=2531	2531	2378.98	54	1.43918
TRINITY_DN53247_c0_g1_i7_len=345	345	196.676	2	0.644749
TRINITY_DN53479_c0_g1_i4_len=1051	1051	898.978	22.1657	1.56331
TRINITY_DN53613_c3_g1_i7_len=1204	1204	1051.98	8.05692	0.485596
TRINITY_DN53719_c7_g5_i5_len=1983	1983	1830.98	73	2.52785
TRINITY_DN53775_c7_g14_i2_len=345	345	196.676	6.89851	2.2239
TRINITY_DN53792_c2_g1_i11_len=901	901	748.978	16.0225	1.35635
TRINITY_DN53890_c0_g2_i5_len=1031	1031	878.978	13	0.93773
TRINITY_DN53908_c1_g1_i1_len=621	621	469.047	4	0.5407
TRINITY_DN54296_c1_g1_i4_len=1454	1454	1301.98	46.022	2.24117
TRINITY_DN54313_c9_g2_i4_len=819	819	667.017	13.5292	1.28602
TRINITY_DN54466_c4_g4_i1_len=345	345	196.676	7.48665	2.4135
TRINITY_DN54641_c4_g5_i1_len=484	484	332.462	5.57041	1.06232
TRINITY_DN54899_c1_g2_i4_len=4684	4684	4531.98	115	1.60888
TRINITY_DN54988_c0_g3_i1_len=621	621	469.047	52.0713	7.03873
TRINITY_DN55107_c0_g1_i3_len=1354	1354	1201.98	16	0.843987
TRINITY_DN55540_c0_g4_i2_len=2441	2441	2288.98	36.0303	0.998019
TRINITY_DN55654_c5_g2_i1_len=345	345	196.676	1.13625	0.366298
TRINITY_DN55918_c1_g6_i3_len=4368	4368	4215.98	116	1.74451
TRINITY_DN55930_c0_g3_i1_len=895	895	742.978	11.634	0.992805
TRINITY_DN56040_c3_g2_i3_len=1083	1083	930.978	13.7923	0.939309
TRINITY_DN56240_c6_g1_i2_len=893	893	740.978	38.7011	3.31155
TRINITY_DN56304_c1_g1_i13_len=1593	1593	1440.98	16.3642	0.720028
TRINITY_DN56711_c2_g8_i14_len=345	345	196.676	5.63861	1.81774
TRINITY_DN56763_c3_g1_i3_len=645	645	493.047	10.9116	1.40317
TRINITY_DN61201_c0_g1_i1_len=345	345	196.676	4.10702	1.324
TRINITY_DN62483_c0_g1_i1_len=345	345	196.676	2	0.644749
TRINITY_DN63756_c0_g1_i1_len=345	345	196.676	1	0.322374
TRINITY_DN75614_c0_g1_i1_len=345	345	196.676	2	0.644749
TRINITY_DN7681_c0_g1_i1_len=484	484	332.462	3	0.572125
TRINITY_DN76990_c0_g1_i1_len=345	345	196.676	8	2.579
TRINITY_DN77077_c0_g1_i1_len=345	345	196.676	1	0.322374
TRINITY_DN82458_c0_g1_i1_len=345	345	196.676	1	0.322374
TRINITY_DN82751_c0_g1_i1_len=345	345	196.676	3	0.967123
TRINITY_DN85733_c0_g1_i1_len=484	484	332.462	4	0.762833
TRINITY_DN916_c0_g1_i1_len=345	345	196.676	2	0.644749
TRINITY_DN94788_c0_g1_i1_len=345	345	196.676	2	0.644749
TRINITY_DN95223_c0_g1_i1_len=345	345	196.676	1	0.322374
TRINITY_DN9832_c0_g2_i1_len=484	484	332.462	6.16794	1.17628
TRINITY_DN99221_c0_g1_i1_len=345	345	196.676	1	0.322374
TRINITY_DN23006_c0_g1_i1_len=618	618	466.047	20	2.7209
TRINITY_DN24438_c1_g1_i3_len=655	655	503.047	5.96538	0.751869
TRINITY_DN2492_c0_g1_i1_len=619	619	467.047	19	2.57932
TRINITY_DN25116_c0_g1_i1_len=618	618	466.047	11	1.4965
TRINITY_DN27459_c0_g1_i1_len=334	334	186.48	0	0
TRINITY_DN29921_c0_g1_i1_len=892	892	739.978	18	1.54229
TRINITY_DN30980_c0_g1_i1_len=1028	1028	875.978	16.7949	1.21562
TRINITY_DN31841_c0_g2_i1_len=619	619	467.047	8.46461	1.1491
TRINITY_DN40576_c1_g1_i2_len=756	756	604.017	6	0.629817
TRINITY_DN41291_c0_g2_i1_len=756	756	604.017	19.0602	2.00074
TRINITY_DN42545_c0_g1_i1_len=618	618	466.047	17	2.31277
TRINITY_DN43456_c0_g1_i1_len=1982	1982	1829.98	47	1.62841
TRINITY_DN45325_c0_g1_i1_len=457	457	305.71	2.97435	0.616871
TRINITY_DN45796_c0_g1_i1_len=1026	1026	873.978	15.7308	1.1412
TRINITY_DN45892_c0_g1_i2_len=619	619	467.047	8	1.08603
TRINITY_DN47114_c0_g4_i1_len=676	676	524.047	10.2375	1.23861
TRINITY_DN47172_c2_g2_i3_len=483	483	331.499	21.2828	4.0706
TRINITY_DN47436_c0_g1_i4_len=3458	3458	3305.98	61.3919	1.1774
TRINITY_DN47557_c4_g7_i1_len=754	754	602.017	13	1.36914
TRINITY_DN47710_c0_g1_i2_len=793	793	641.017	21.5397	2.13051
TRINITY_DN47796_c0_g1_i1_len=3747	3747	3594.98	76	1.34039
TRINITY_DN48198_c0_g1_i1_len=618	618	466.047	11	1.4965
TRINITY_DN49225_c0_g4_i6_len=966	966	813.978	15.1381	1.17916
TRINITY_DN49634_c1_g3_i1_len=618	618	466.047	19.1559	2.60606
TRINITY_DN49680_c1_g2_i1_len=1437	1437	1284.98	33	1.62829
TRINITY_DN49765_c1_g1_i1_len=755	755	603.017	17	1.78744
TRINITY_DN50584_c0_g1_i3_len=756	756	604.017	19.2576	2.02146
TRINITY_DN50780_c1_g2_i1_len=1707	1707	1554.98	29	1.18246
TRINITY_DN50829_c3_g1_i7_len=547	547	395.092	12.4283	1.99446
TRINITY_DN51042_c0_g1_i8_len=1920	1920	1767.98	27	0.968276
TRINITY_DN51110_c1_g1_i1_len=1569	1569	1416.98	40.886	1.82946
TRINITY_DN51496_c6_g1_i2_len=1706	1706	1553.98	38.56	1.57327
TRINITY_DN51652_c1_g12_i1_len=653	653	501.047	6.28487	0.795299
TRINITY_DN51707_c0_g4_i4_len=2133	2133	1980.98	35.1833	1.12608
TRINITY_DN51815_c4_g2_i1_len=994	994	841.978	27.8405	2.09647
TRINITY_DN51836_c4_g1_i1_len=483	483	331.499	11	2.10389
TRINITY_DN51956_c1_g16_i1_len=507	507	355.367	6.55309	1.16918
TRINITY_DN52067_c7_g6_i1_len=483	483	331.499	14.3105	2.73707
TRINITY_DN52278_c0_g5_i2_len=1304	1304	1151.98	22	1.21085
TRINITY_DN52392_c1_g2_i5_len=392	392	241.875	1.80778	0.473878
TRINITY_DN52606_c3_g2_i12_len=650	650	498.047	14.2571	1.81498
TRINITY_DN52835_c3_g2_i1_len=2649	2649	2496.98	49.0123	1.24452
TRINITY_DN52860_c2_g5_i2_len=483	483	331.499	6.60305	1.26292
TRINITY_DN52980_c1_g2_i12_len=553	553	401.07	1.98414	0.313663
TRINITY_DN53442_c3_g7_i2_len=1983	1983	1830.98	28.0935	0.972826
TRINITY_DN53991_c0_g2_i1_len=619	619	467.047	4	0.543015
TRINITY_DN53992_c0_g1_i1_len=618	618	466.047	6	0.81627
TRINITY_DN54320_c0_g1_i2_len=1735	1735	1582.98	24.9032	0.997455
TRINITY_DN54402_c0_g1_i1_len=618	618	466.047	11	1.4965
TRINITY_DN54620_c2_g2_i1_len=3481	3481	3328.98	81	1.54272
TRINITY_DN54821_c2_g1_i1_len=1059	1059	906.978	43.0802	3.01157
TRINITY_DN54945_c1_g1_i1_len=3043	3043	2890.98	75.6914	1.66002
TRINITY_DN55007_c0_g3_i8_len=545	545	393.114	12.6781	2.04478
TRINITY_DN55039_c3_g4_i2_len=892	892	739.978	17.9135	1.53488
TRINITY_DN55039_c4_g2_i5_len=619	619	467.047	3.08106	0.418265
TRINITY_DN55156_c0_g3_i1_len=619	619	467.047	23	3.12234
TRINITY_DN55193_c2_g1_i1_len=483	483	331.499	27	5.16409
TRINITY_DN55313_c4_g2_i2_len=809	809	657.017	9.94144	0.959368
TRINITY_DN55536_c1_g2_i2_len=1028	1028	875.978	30	2.1714
TRINITY_DN55674_c4_g1_i1_len=618	618	466.047	18	2.44881
TRINITY_DN55842_c5_g1_i2_len=1710	1710	1557.98	39.2789	1.59849
TRINITY_DN56181_c1_g4_i4_len=624	624	472.047	14.6069	1.96193
TRINITY_DN56753_c4_g10_i1_len=483	483	331.499	5	0.956312
TRINITY_DN9315_c0_g1_i1_len=756	756	604.017	18.4863	1.9405
TRINITY_DN9865_c0_g1_i1_len=618	618	466.047	18.3148	2.49164
TRINITY_DN102554_c0_g1_i1_len=344	344	195.731	1	0.323931
TRINITY_DN116822_c0_g1_i1_len=344	344	195.731	1	0.323931
TRINITY_DN117066_c0_g1_i1_len=344	344	195.731	1	0.323931
TRINITY_DN117993_c0_g1_i1_len=344	344	195.731	1	0.323931
TRINITY_DN129611_c0_g1_i1_len=617	617	465.047	3	0.409013
TRINITY_DN132060_c0_g1_i1_len=344	344	195.731	1	0.323931
TRINITY_DN15245_c0_g1_i1_len=344	344	195.731	6.10373	1.97719
TRINITY_DN15674_c0_g1_i1_len=344	344	195.731	1	0.323931
TRINITY_DN18594_c0_g1_i1_len=344	344	195.731	1	0.323931
TRINITY_DN19368_c0_g1_i1_len=344	344	195.731	1	0.323931
TRINITY_DN22016_c0_g1_i1_len=344	344	195.731	2	0.647862
TRINITY_DN22143_c0_g1_i1_len=344	344	195.731	1	0.323931
TRINITY_DN22960_c0_g1_i1_len=888	888	735.978	9	0.775336
TRINITY_DN26790_c0_g1_i1_len=344	344	195.731	2	0.647862
TRINITY_DN27970_c0_g1_i1_len=344	344	195.731	4	1.29572
TRINITY_DN28626_c0_g2_i1_len=344	344	195.731	2.01682	0.653311
TRINITY_DN29179_c0_g2_i1_len=344	344	195.731	5	1.61965
TRINITY_DN30011_c0_g1_i1_len=482	482	330.499	3	0.575524
TRINITY_DN30995_c0_g1_i1_len=344	344	195.731	4	1.29572
TRINITY_DN32251_c0_g1_i1_len=344	344	195.731	2	0.647862
TRINITY_DN34223_c0_g1_i1_len=344	344	195.731	2.03285	0.658503
TRINITY_DN34763_c0_g1_i1_len=482	482	330.499	2.24244	0.430192
TRINITY_DN34880_c2_g1_i1_len=344	344	195.731	1	0.323931
TRINITY_DN35735_c0_g1_i1_len=617	617	465.047	3	0.409013
TRINITY_DN36232_c0_g1_i1_len=344	344	195.731	2.66667	0.863816
TRINITY_DN36232_c0_g1_i2_len=344	344	195.731	1.33333	0.431908
TRINITY_DN38475_c0_g1_i1_len=611	611	459.047	6.11238	0.84424
TRINITY_DN38725_c0_g2_i1_len=752	752	600.017	12	1.26803
TRINITY_DN42735_c0_g1_i2_len=1025	1025	872.978	18	1.30732
TRINITY_DN43158_c0_g1_i2_len=482	482	330.499	10	1.91841
TRINITY_DN4325_c0_g2_i1_len=344	344	195.731	4	1.29572
TRINITY_DN45405_c0_g6_i1_len=668	668	516.047	16.6479	2.04542
TRINITY_DN45711_c0_g4_i1_len=482	482	330.499	4	0.767365
TRINITY_DN45799_c0_g1_i2_len=1294	1294	1141.98	33	1.83218
